id,year,output,employment,capital,log_output,log_employment,log_capital,foreign,entry,age,export,exporter,import,importer,hicapital,hiemployment,research,log_research
55,2006,12.29025,111,69.24686,2.508806,4.70953,4.237678,0,1997,9,0,0,704.2468,1,0,0,101.0117,4.615237
55,2007,12.59913,87,92.90816,2.533628,4.465908,4.531611,0,1997,10,0,0,333.9081,1,0,0,120.7922,4.794072
55,2008,12.77957,107,95.99231,2.547848,4.672829,4.564268,0,1997,11,0,0,36.99231,1,0,0,120.0824,4.788178
55,2009,14.51479,127,122.5385,2.675168,4.844187,4.808425,0,1997,12,0,0,749.5385,1,0,0,152.8866,5.029696
55,2010,14.06268,102,115.4434,2.643524,4.624973,4.748781,0,1997,13,0,0,0,1,0,0,140.5317,4.945433
55,2011,14.54857,148,105.2445,2.677493,4.997212,4.656286,0,1997,14,0,0,707.2445,1,0,0,135.8643,4.911657
55,2012,13.55673,113,115.8152,2.606883,4.727388,4.751996,0,1997,15,0,0,0,1,0,0,141.8805,4.954985
55,2013,14.57104,157,86.68987,2.679036,5.056246,4.462337,0,1997,16,.6898617,0,158.6899,1,0,0,120.4282,4.791053
55,2014,13.00686,147,92.1106,2.565477,4.990433,4.52299,0,1997,17,0,0,0,1,0,0,117.6827,4.767992
55,2015,13.24577,129,93.3334,2.583678,4.859812,4.536178,0,1997,18,0,0,134.3334,1,0,0,122.171,4.805421
56,2006,19.06783,162,223.7872,2.948003,5.087596,5.410696,1,1990,16,0,1,0,0,1,0,253.3863,5.534915
56,2007,22.96118,267,289.9914,3.133805,5.587249,5.669851,1,1990,17,.4035486,1,165.3535,0,1,1,315.1806,5.753146
56,2008,17.20669,530,88.05845,2.845298,6.272877,4.478001,1,1990,18,6.859822,1,0,0,0,1,122.022,4.804201
56,2009,30.46251,314,502.8501,3.416497,5.749393,6.220292,1,1990,19,3.27758,1,763.5576,0,1,1,532.3311,6.277266
56,2010,26.95008,142,461.2064,3.293986,4.955827,6.133846,1,1990,20,0,1,0,0,1,0,487.5014,6.189293
56,2011,23.58993,605,206.6069,3.16082,6.405229,5.330818,1,1990,21,2.601839,1,750.5618,0,1,1,239.0683,5.476749
56,2012,29.63646,498,509.2612,3.389005,6.2106,6.232961,1,1990,22,0,1,0,0,1,1,540.4842,6.292465
56,2013,24.13592,439,277.1283,3.183701,6.084499,5.62448,1,1990,23,3.29783,1,0,0,1,1,306.1621,5.724115
56,2014,24.439,101,353.9206,3.19618,4.61512,5.869072,1,1990,24,0,1,758.8843,0,1,0,384.7413,5.952571
56,2015,22.32381,327,278.1508,3.105654,5.78996,5.628163,1,1990,25,1.486024,1,0,0,1,1,305.9974,5.723577
57,2006,13.74806,176,68.061,2.620898,5.170484,4.220405,0,1990,16,.0610026,1,879.061,0,0,0,95.70212,4.56124
57,2007,13.86619,90,62.24457,2.629454,4.49981,4.131072,0,1990,17,2.244572,1,0,0,0,0,92.19085,4.523861
57,2008,14.53948,101,130.3111,2.676868,4.61512,4.869925,0,1990,18,0,1,0,0,0,0,163.9764,5.099722
57,2009,12.74038,80,82.1411,2.544777,4.382027,4.408439,0,1990,19,.1410967,1,0,0,0,0,114.8645,4.743753
57,2010,13.76139,120,79.37392,2.621867,4.787492,4.37417,0,1990,20,0,1,1473.374,0,0,0,111.2984,4.712215
57,2011,11.71704,148,97.57128,2.461045,4.997212,4.580583,0,1990,21,0,1,0,0,0,0,122.0799,4.804676
57,2012,15.12012,119,101.8779,2.716026,4.779123,4.623775,0,1990,22,.8778806,1,156.8779,0,0,0,132.1807,4.88417
57,2013,16.68771,112,148.597,2.814672,4.718499,5.001238,0,1990,23,.596984,1,0,0,0,0,176.8528,5.175318
57,2014,13.72723,191,109.6613,2.619381,5.252274,4.697396,0,1990,24,0,1,0,0,0,0,139.4456,4.937675
57,2015,11.59864,80,73.32313,2.450887,4.382027,4.294876,0,1990,25,0,1,239.3231,0,0,0,102.561,4.630458
58,2006,24.51174,609,256.8355,3.199152,6.411819,5.548436,1,1990,16,0,0,0,1,1,1,284.136,5.649453
58,2007,20.89734,209,204.4222,3.039622,5.342334,5.320188,1,1990,17,4.040601,0,621.8706,1,1,1,233.813,5.454522
58,2008,28.09387,481,454.8032,3.335551,6.175867,6.119865,1,1990,18,0,0,469.8705,1,1,1,484.719,6.183569
58,2009,21.19786,166,252.1626,3.0539,5.111988,5.530074,1,1990,19,0,0,1326.317,1,1,0,282.2549,5.64281
58,2010,19.58436,476,154.3306,2.974731,6.165418,5.039097,1,1990,20,4.974452,0,0,1,0,1,187.2425,5.232405
58,2011,21.03373,285,225.8734,3.046127,5.652489,5.419975,1,1990,21,0,0,1467.067,1,1,1,255.2073,5.542076
58,2012,22.98222,149,336.9889,3.134721,5.003946,5.82005,1,1990,22,0,0,489.6383,1,1,0,363.6353,5.896152
58,2013,26.17381,412,300.9098,3.26476,6.021023,5.70681,1,1990,23,0,0,798.9402,1,1,1,332.4435,5.80647
58,2014,26.15984,478,373.3149,3.264225,6.169611,5.922422,1,1990,24,0,0,78.40464,1,1,1,398.935,5.988799
58,2015,29.73946,403,529.7134,3.392475,5.998937,6.272336,1,1990,25,0,0,0,1,1,1,556.1212,6.320986
59,2006,14.50766,131,113.6595,2.674677,4.875197,4.733208,0,1993,13,0,1,0,1,0,0,146.9997,4.99043
59,2007,12.44504,117,68.1534,2.521322,4.762174,4.221761,0,1993,14,.1533951,1,0,1,0,0,100.1152,4.606322
59,2008,12.25227,150,71.06707,2.505712,5.010635,4.263624,0,1993,15,0,1,409.0671,1,0,0,102.0536,4.625498
59,2009,15.02173,133,111.2899,2.709498,4.890349,4.712138,0,1993,16,.289869,1,0,1,0,0,139.6028,4.938801
59,2010,14.19109,105,77.98067,2.652615,4.65396,4.356461,0,1993,17,0,1,1509.981,1,0,0,106.7683,4.670661
59,2011,17.08418,136,125.6466,2.838153,4.912655,4.833473,0,1993,18,.6466044,1,1029.647,1,0,0,155.811,5.048644
59,2012,14.16894,165,60.86845,2.651052,5.105946,4.108715,0,1993,19,.8684531,1,1044.868,1,0,0,91.25965,4.513709
59,2013,16.23015,85,110.9681,2.786871,4.442651,4.709242,0,1993,20,.9680601,1,1116.968,1,0,0,137.3555,4.922572
59,2014,14.78486,100,127.7128,2.693604,4.60517,4.849784,0,1993,21,0,1,0,1,0,0,157.9613,5.06235
59,2015,11.50095,115,70.47971,2.44243,4.744932,4.255325,0,1993,22,0,1,694.4797,1,0,0,103.2647,4.637295
60,2006,15.72931,209,97.83463,2.755526,5.342334,4.583279,1,1991,15,0,1,612.1796,1,0,1,131.0727,4.875752
60,2007,17.61472,172,151.4948,2.868735,5.147494,5.020551,1,1991,16,2.139841,1,199.3098,1,0,0,179.0229,5.187514
60,2008,22.37777,275,252.2901,3.108068,5.616771,5.53058,1,1991,17,2.197555,1,0,1,1,1,283.6108,5.647603
60,2009,27.1912,280,328.5603,3.302893,5.634789,5.794721,1,1991,18,6.370517,1,1275.191,1,1,1,357.0682,5.877927
60,2010,23.43368,171,375.0583,3.154174,5.141664,5.927082,1,1991,19,0,1,148.2028,1,1,0,405.9346,6.006192
60,2011,21.04276,673,168.1219,3.046557,6.511745,5.124689,1,1991,20,0,1,0,1,1,1,201.8642,5.307595
60,2012,30.48977,628,492.7924,3.417391,6.44254,6.200088,1,1991,21,4.953217,1,0,1,1,1,521.5594,6.256823
60,2013,21.99508,290,229.9126,3.090819,5.669881,5.437699,1,1991,22,2.238223,1,0,1,1,1,256.7818,5.548227
60,2014,16.98292,461,144.3798,2.832208,6.133398,4.972447,1,1991,23,2.619645,1,208.4096,1,0,1,176.8697,5.175413
60,2015,22.21304,292,207.2707,3.100679,5.676754,5.334026,1,1991,24,0,1,341.9936,1,1,1,241.2256,5.485733
61,2006,12.58319,155,90.22863,2.532362,5.043425,4.502347,0,1995,11,0,1,425.2286,1,0,0,119.5316,4.783581
61,2007,12.14708,134,89.46221,2.497088,4.89784,4.493816,0,1995,12,0,1,0,1,0,0,116.261,4.755838
61,2008,14.86225,92,130.6781,2.698825,4.521789,4.872737,0,1995,13,0,1,0,1,0,0,160.3958,5.077645
61,2009,17.23998,193,131.0614,2.847231,5.26269,4.875666,0,1995,14,1.061384,1,0,1,0,0,160.9039,5.080807
61,2010,16.28862,129,107.6653,2.790467,4.859812,4.679028,0,1995,15,.6653465,1,1086.665,1,0,0,136.1161,4.913508
61,2011,14.18223,96,97.85176,2.65199,4.564348,4.583454,0,1995,16,0,1,665.8517,1,0,0,131.0491,4.875572
61,2012,14.18599,129,91.39268,2.652255,4.859812,4.515165,0,1995,17,.3926748,1,98.39268,1,0,0,120.6391,4.792804
61,2013,12.27202,144,62.12619,2.507322,4.969813,4.129168,0,1995,18,.1261888,1,0,1,0,0,89.13248,4.490124
61,2014,14.24265,95,98.23041,2.656241,4.553877,4.587316,0,1995,19,.2304039,1,366.2304,1,0,0,124.3376,4.823
61,2015,11.71586,135,59.61973,2.460943,4.905275,4.087986,0,1995,20,0,1,218.6197,1,0,0,81.01875,4.394681
62,2006,14.98953,81,144.7446,2.707352,4.394449,4.974971,0,1993,13,0,1,606.7446,1,0,0,178.8351,5.186464
62,2007,14.78046,130,112.7665,2.693306,4.867535,4.725319,0,1993,14,0,1,227.7665,1,0,0,146.9332,4.989978
62,2008,13.55703,120,103.7154,2.606905,4.787492,4.64165,0,1993,15,0,1,602.7153,1,0,0,133.6973,4.895578
62,2009,15.91031,103,124.3492,2.766967,4.634729,4.823094,0,1993,16,.3492464,1,546.3492,1,0,0,157.0017,5.056256
62,2010,16.02852,84,135.7539,2.774369,4.430817,4.910844,0,1993,17,.753902,1,0,1,0,0,171.0492,5.141951
62,2011,14.94876,142,99.63407,2.704628,4.955827,4.601504,0,1993,18,.6340677,1,77.63407,1,0,0,127.6571,4.849348
62,2012,16.3019,134,105.395,2.791282,4.89784,4.657715,0,1993,19,1.394981,1,456.395,1,0,0,131.3285,4.877702
62,2013,15.56155,88,113.2625,2.744803,4.477337,4.729708,0,1993,20,1.262529,1,0,1,0,0,145.1844,4.978005
62,2014,14.48993,94,122.7144,2.673454,4.543295,4.80986,0,1993,21,0,1,0,1,0,0,158.3039,5.064517
62,2015,11.65599,80,75.17516,2.45582,4.382027,4.319821,0,1993,22,0,1,307.1752,1,0,0,104.2328,4.646627
63,2006,14.50883,184,99.51999,2.674758,5.214936,4.600358,1,1995,11,3.198698,1,0,0,0,0,126.0678,4.83682
63,2007,26.28092,282,403.2899,3.268843,5.641907,5.999656,1,1995,12,5.655311,1,556.9853,0,1,1,434.7387,6.074745
63,2008,21.06562,201,266.8672,3.047642,5.303305,5.586751,1,1995,13,.9340726,1,518.1841,0,1,1,294.0043,5.683595
63,2009,14.59388,201,119.4408,2.680602,5.303305,4.782821,1,1995,14,5.094481,1,0,0,0,1,147.1341,4.991344
63,2010,22.58762,515,234.818,3.117402,6.244167,5.458811,1,1995,15,0,1,0,0,1,1,261.2083,5.565318
63,2011,25.2115,266,352.6501,3.2273,5.583496,5.865477,1,1995,16,2.513198,1,0,0,1,1,383.8536,5.950261
63,2012,20.81215,334,216.311,3.035537,5.811141,5.376717,1,1995,17,0,1,0,0,1,1,246.48,5.507281
63,2013,18.86513,151,152.1235,2.937315,5.01728,5.024693,1,1995,18,11.13213,1,211.5421,0,0,0,175.4388,5.16729
63,2014,21.32479,405,204.8869,3.05987,6.003887,5.322458,1,1995,19,1.925702,1,0,0,1,1,234.7779,5.45864
63,2015,24.57885,309,358.2997,3.201886,5.733341,5.88137,1,1995,20,0,1,0,0,1,1,390.0797,5.966351
64,2006,19.76057,81,217.8572,2.983689,4.394449,5.38384,1,1992,14,1.375876,1,0,1,1,0,247.2149,5.510258
64,2007,20.91878,351,228.0599,3.040647,5.860786,5.429608,1,1992,15,0,1,0,1,1,1,257.5083,5.551052
64,2008,14.04015,167,72.19579,2.641921,5.117994,4.279382,1,1992,16,0,1,317.5127,1,0,0,102.9207,4.633959
64,2009,28.59955,526,463.2087,3.353391,6.265301,6.138178,1,1992,17,6.160127,1,223.1201,1,1,1,493.9786,6.202492
64,2010,21.14936,142,313.4795,3.05161,4.955827,5.747734,1,1992,18,0,1,0,1,1,0,346.3085,5.84733
64,2011,20.52294,270,196.3701,3.021543,5.598422,5.280001,1,1992,19,2.57096,1,724.3309,1,1,1,227.2401,5.426007
64,2012,28.05685,127,502.1576,3.334233,4.844187,6.218914,1,1992,20,10.6421,1,106.0221,1,1,0,539.3593,6.290382
64,2013,25.89335,530,303.3144,3.253986,6.272877,5.71477,1,1992,21,6.048139,1,172.5981,1,1,1,331.5739,5.803851
64,2014,28.93348,170,459.5488,3.364999,5.135798,6.130245,1,1992,22,3.320357,1,1171.58,1,1,0,490.1276,6.194666
64,2015,27.3072,279,367.177,3.307151,5.631212,5.905844,1,1992,23,.028733,1,0,1,1,1,396.8488,5.983555
65,2006,24.25144,229,387.1378,3.188476,5.433722,5.958781,1,1992,14,13.6972,1,0,0,1,1,415.5475,6.029597
65,2007,28.79994,385,466.4003,3.360373,5.953243,6.145044,1,1992,15,.4427855,1,536.6128,0,1,1,491.5405,6.197544
65,2008,18.14806,319,108.3496,2.898564,5.765191,4.685363,1,1992,16,4.829543,1,1274.66,0,0,1,132.3461,4.88542
65,2009,34.21614,639,592.0021,3.532698,6.459905,6.38351,1,1992,17,.0788272,1,0,0,1,1,621.6303,6.432345
65,2010,17.68633,304,121.062,2.872792,5.717028,4.796303,1,1992,18,5.557151,1,27.93715,0,0,1,153.0657,5.030867
65,2011,24.82665,256,359.6857,3.211918,5.545177,5.885231,1,1992,19,0,1,0,0,1,1,392.4535,5.972418
65,2012,26.12827,180,468.5565,3.263018,5.192957,6.149657,1,1992,20,2.434634,1,0,0,1,0,498.5585,6.211721
65,2013,18.03061,282,160.9962,2.892071,5.641907,5.081381,1,1992,21,0,1,589.2994,0,0,1,193.4128,5.264827
65,2014,17.89583,666,113.4525,2.884568,6.50129,4.731384,1,1992,22,0,1,0,0,0,1,145.7709,4.982036
65,2015,25.24845,106,399.3084,3.228765,4.663439,5.989734,1,1992,23,0,1,0,0,1,0,427.1999,6.057252
66,2006,13.73837,103,102.7455,2.620192,4.634729,4.632255,0,1990,16,0,1,0,0,0,0,126.511,4.840329
66,2007,15.13024,76,99.6204,2.716696,4.330733,4.601367,0,1990,17,1.620398,1,0,0,0,0,131.8901,4.881969
66,2008,14.20898,120,103.9867,2.653874,4.787492,4.644263,0,1990,18,0,1,0,0,0,0,131.6924,4.880469
66,2009,15.58032,133,119.7012,2.746008,4.890349,4.784998,0,1990,19,0,1,791.7012,0,0,0,151.7005,5.021908
66,2010,15.25549,134,158.5187,2.72494,4.89784,5.065872,0,1990,20,0,1,0,0,0,0,188.1848,5.237424
66,2011,13.77325,112,77.06456,2.622728,4.718499,4.344644,0,1990,21,1.064564,1,0,0,0,0,107.3463,4.67606
66,2012,16.0526,96,127.6172,2.775871,4.564348,4.849035,0,1990,22,.6172437,1,413.6172,0,0,0,155.9094,5.049275
66,2013,19.43488,180,165.9924,2.967069,5.192957,5.111942,0,1990,23,1.992448,1,0,0,1,0,193.8061,5.266858
66,2014,14.90936,138,100.7145,2.701989,4.927254,4.612289,0,1990,24,.714466,1,0,0,0,0,128.1131,4.852913
66,2015,10.40902,113,47.62797,2.342673,4.727388,3.86342,0,1990,25,0,1,0,0,0,0,73.68887,4.299852
67,2006,23.21268,267,289.7386,3.144698,5.587249,5.668979,1,1990,16,4.907741,0,0,1,1,1,323.7943,5.780108
67,2007,19.75299,153,262.3035,2.983305,5.030438,5.569502,1,1990,17,0,0,178.7956,1,1,0,295.1851,5.687603
67,2008,28.42776,375,449.025,3.347366,5.926926,6.107079,1,1990,18,0,0,634.6345,1,1,1,478.979,6.171657
67,2009,23.97102,218,365.1337,3.176845,5.384495,5.900264,1,1990,19,0,0,0,1,1,1,398.1531,5.986836
67,2010,26.39184,200,399.982,3.273055,5.298317,5.991419,1,1990,20,3.236295,0,0,1,1,1,432.5952,6.069802
67,2011,20.1457,499,207.9709,3.002991,6.212606,5.337399,1,1990,21,0,0,389.8665,1,1,1,235.2309,5.460567
67,2012,24.3962,260,344.6383,3.194427,5.560682,5.842495,1,1990,22,1.279306,0,1264.229,1,1,1,374.6252,5.925926
67,2013,30.04117,487,500.2099,3.402569,6.188264,6.215028,1,1990,23,2.033961,0,0,1,1,1,531.6154,6.27592
67,2014,18.27734,261,160.7836,2.905662,5.56452,5.080059,1,1990,24,0,0,769.529,1,0,1,186.4121,5.22796
67,2015,20.71856,510,188.5404,3.03103,6.234411,5.239312,1,1990,25,0,0,419.0981,1,1,1,216.5517,5.377829
68,2006,19.86722,373,160.9953,2.989071,5.921578,5.081375,1,1991,15,0,0,0,1,0,1,188.3525,5.238316
68,2007,32.08179,716,519.5719,3.468289,6.57368,6.253005,1,1991,16,0,0,0,1,1,1,551.3195,6.312315
68,2008,23.08225,187,319.3385,3.139064,5.231109,5.766252,1,1991,17,0,0,180.1686,1,1,0,347.7828,5.851578
68,2009,20.21717,164,260.4666,3.006532,5.099866,5.562475,1,1991,18,0,0,0,1,1,0,288.4348,5.664469
68,2010,19.66381,331,207.8225,2.97878,5.802118,5.336684,1,1991,19,0,0,510.9958,1,1,1,237.6201,5.470673
68,2011,24.46224,435,276.7064,3.197131,6.075346,5.622957,1,1991,20,.7975556,0,306.2876,1,1,1,305.3005,5.721297
68,2012,19.41397,257,239.9894,2.965993,5.549076,5.480595,1,1991,21,4.615851,0,0,1,1,1,261.2153,5.565345
68,2013,31.34569,428,507.4614,3.445077,6.059123,6.229421,1,1991,22,8.605517,0,1223.255,1,1,1,537.5233,6.286972
68,2014,16.77738,181,146.4669,2.820031,5.198497,4.9868,1,1991,23,0,0,7.910439,1,0,0,174.2039,5.160227
68,2015,19.5134,779,124.2909,2.971102,6.658011,4.822625,1,1991,24,0,0,0,1,0,1,152.5484,5.027482
69,2006,24.92271,251,323.3239,3.21578,5.525453,5.778655,1,1992,14,4.108247,1,324.1982,1,1,1,356.2352,5.875591
69,2007,22.99405,119,340.3845,3.135236,4.779123,5.830076,1,1992,15,0,1,483.7864,1,1,0,375.7753,5.928991
69,2008,19.68157,515,173.8378,2.979682,6.244167,5.158123,1,1992,16,.5660702,1,0,1,1,1,205.7971,5.326891
69,2009,24.57,229,306.9411,3.201526,5.433722,5.726656,1,1992,17,10.77327,1,607.0633,1,1,1,337.3111,5.821006
69,2010,26.09936,265,367.9615,3.261911,5.57973,5.907979,1,1992,18,9.827459,1,0,1,1,1,395.6572,5.980548
69,2011,31.12797,448,562.1062,3.438107,6.104793,6.331691,1,1992,19,.5168285,1,959.1668,1,1,1,598.4574,6.394355
69,2012,33.81144,541,632.892,3.520799,6.293419,6.4503,1,1992,20,0,1,465.5522,1,1,1,663.17,6.497031
69,2013,29.32319,238,543.2136,3.378379,5.47227,6.297503,1,1992,21,6.358818,1,296.4088,1,1,1,571.2316,6.347795
69,2014,16.15109,127,121.6359,2.781988,4.844187,4.801033,1,1992,22,11.35804,1,0,1,0,0,152.2584,5.025579
69,2015,22.23969,461,228.7552,3.101879,6.133398,5.432652,1,1992,23,1.734082,1,169.6141,1,1,1,260.0136,5.560734
70,2006,11.77466,154,78.00686,2.46595,5.036952,4.356797,0,1994,12,0,1,524.0068,1,0,0,106.3473,4.66671
70,2007,16.92943,138,136.9528,2.829054,4.927254,4.919636,0,1994,13,.9527552,1,0,1,0,0,167.1465,5.11887
70,2008,13.57385,155,93.65042,2.608145,5.043425,4.539569,0,1994,14,0,1,845.6505,1,0,0,120.5041,4.791684
70,2009,13.17215,75,101.591,2.578104,4.317488,4.620955,0,1994,15,0,1,0,1,0,0,130.7176,4.87304
70,2010,16.67441,139,114.6939,2.813875,4.934474,4.742267,0,1994,16,.6938718,1,1022.694,1,0,0,143.5394,4.966609
70,2011,15.43294,139,122.1531,2.736504,4.934474,4.805275,0,1994,17,.1531334,1,0,1,0,0,152.2171,5.025308
70,2012,15.61631,107,113.0782,2.748316,4.672829,4.72808,0,1994,18,1.078214,1,0,1,0,0,145.603,4.980884
70,2013,14.29922,77,108.6264,2.660205,4.343805,4.687914,0,1994,19,0,1,759.6263,1,0,0,136.7919,4.91846
70,2014,14.88776,141,140.0233,2.700539,4.94876,4.941809,0,1994,20,0,1,818.0233,1,0,0,168.7234,5.128261
70,2015,14.08422,144,80.69899,2.645055,4.969813,4.390726,0,1994,21,.6989908,1,156.699,1,0,0,102.5147,4.630006
71,2006,28.03978,589,460.5936,3.333624,6.378426,6.132516,1,1990,16,.5797876,1,0,1,1,1,495.2196,6.205001
71,2007,23.22086,402,307.8108,3.145051,5.996452,5.729486,1,1990,17,0,1,99.47364,1,1,1,332.8737,5.807763
71,2008,16.46342,305,110.7242,2.801141,5.720312,4.707042,1,1990,18,0,1,0,1,0,1,138.6931,4.932263
71,2009,26.13603,202,355.3602,3.263315,5.308268,5.873132,1,1990,19,6.885259,1,1056.135,1,1,1,383.6762,5.949799
71,2010,23.33159,299,273.4753,3.149808,5.700444,5.611211,1,1990,20,.7890248,1,0,1,1,1,302.1447,5.710906
71,2011,27.60755,226,477.0147,3.318089,5.420535,6.167547,1,1990,21,0,1,911.7508,1,1,1,511.32,6.236996
71,2012,21.0567,200,236.8023,3.047219,5.298317,5.467226,1,1990,22,.5167083,1,0,1,1,1,268.2588,5.591952
71,2013,21.2539,219,200.644,3.05654,5.389072,5.301532,1,1990,23,5.363622,1,1381.564,1,1,1,227.769,5.428332
71,2014,29.80569,713,482.4056,3.3947,6.569481,6.178785,1,1990,24,1.139801,1,22.6298,1,1,1,513.1903,6.240647
71,2015,14.09464,445,71.29639,2.645795,6.098074,4.266846,1,1990,25,.7849368,1,0,1,0,1,103.6965,4.641469
72,2006,30.65179,232,630.9019,3.422691,5.446737,6.44715,1,1990,16,0,1,14.32526,1,1,1,660.0967,6.492386
72,2007,28.49189,418,534.0018,3.349619,6.035481,6.280399,1,1990,17,7.704923,1,0,1,1,1,562.7136,6.332771
72,2008,21.32032,499,184.079,3.059661,6.212606,5.215365,1,1990,18,1.690855,1,0,1,1,1,213.0298,5.361432
72,2009,25.84721,168,375.9502,3.252203,5.123964,5.929457,1,1990,19,.5159561,1,0,1,1,0,403.6652,6.000586
72,2010,26.56303,459,391.5901,3.279521,6.12905,5.970215,1,1990,20,4.770532,1,0,1,1,1,421.882,6.044725
72,2011,22.95839,148,363.6202,3.133683,4.997212,5.89611,1,1990,21,9.540803,1,0,1,1,0,398.1461,5.986819
72,2012,20.12845,521,169.0709,3.002134,6.25575,5.130318,1,1990,22,7.770072,1,258.1701,1,1,1,199.5115,5.295872
72,2013,20.63742,458,128.6659,3.027106,6.126869,4.857219,1,1990,23,0,1,921.0889,1,0,1,156.3252,5.051939
72,2014,24.34745,804,217.1756,3.192427,6.689599,5.380706,1,1990,24,0,1,590.5899,1,1,1,245.5506,5.503503
72,2015,27.03946,300,384.3971,3.297297,5.703783,5.951676,1,1990,25,6.629479,1,686.0995,1,1,1,417.3416,6.033905
73,2006,13.14839,74,113.0392,2.5763,4.304065,4.727735,0,1990,16,0,1,0,1,0,0,143.3672,4.965409
73,2007,14.36677,153,122.9267,2.664918,5.030438,4.811589,0,1990,17,0,1,0,1,0,0,153.3332,5.032613
73,2008,12.25489,134,58.43545,2.505925,4.89784,4.067923,0,1990,18,.435452,1,0,1,0,0,88.53848,4.483437
73,2009,14.68844,106,108.2842,2.687061,4.663439,4.68476,0,1990,19,.284229,1,131.2842,1,0,0,135.7799,4.911035
73,2010,15.09711,115,120.1793,2.714503,4.744932,4.788985,0,1990,20,.1793454,1,0,1,0,0,152.273,5.025675
73,2011,14.48682,151,106.469,2.673239,5.01728,4.667854,0,1990,21,0,1,404.469,1,0,0,135.9774,4.912489
73,2012,14.94965,97,112.408,2.704688,4.574711,4.722135,0,1990,22,.4079613,1,206.408,1,0,0,144.4913,4.973219
73,2013,14.45136,128,71.4713,2.670789,4.85203,4.269296,0,1990,23,1.4713,1,439.4713,1,0,0,105.6804,4.660419
73,2014,13.22987,79,86.31538,2.582477,4.369448,4.458008,0,1990,24,.315375,1,148.3154,1,0,0,116.1506,4.754888
73,2015,13.42724,113,109.2033,2.597286,4.727388,4.693211,0,1990,25,0,1,894.2032,1,0,0,143.4275,4.96583
74,2006,22.0749,214,270.7604,3.094441,5.365976,5.601234,1,1992,14,1.73678,1,686.8068,1,1,1,301.6059,5.709121
74,2007,23.67959,276,289.9091,3.164613,5.620401,5.669567,1,1992,15,0,1,0,1,1,1,314.4493,5.750823
74,2008,25.81168,350,357.9041,3.250827,5.857933,5.880265,1,1992,16,8.574962,1,219.635,1,1,1,386.5554,5.957275
74,2009,29.80922,586,446.8644,3.394818,6.37332,6.102255,1,1992,17,4.918174,1,816.9282,1,1,1,473.5492,6.160256
74,2010,31.35368,483,493.7865,3.445332,6.180017,6.202103,1,1992,18,4.655787,1,478.1258,1,1,1,520.5078,6.254805
74,2011,28.50542,490,462.5258,3.350094,6.194406,6.136703,1,1992,19,3.712071,1,739.7321,1,1,1,491.1429,6.196735
74,2012,19.34341,205,214.2782,2.962352,5.32301,5.367275,1,1992,20,3.722993,1,0,1,1,1,245.4098,5.50293
74,2013,28.3639,115,634.4106,3.345117,4.744932,6.452696,1,1992,21,0,1,.0048483,1,1,0,666.1406,6.501501
74,2014,15.11053,158,141.0102,2.715392,5.062595,4.948832,1,1992,22,1.685405,1,0,1,0,0,173.4393,5.155828
74,2015,27.98879,201,563.6944,3.331804,5.303305,6.334512,1,1992,23,1.909737,1,0,1,1,1,593.0399,6.385262
75,2006,28.78109,774,372.3084,3.359718,6.651572,5.919723,1,1994,12,2.172234,1,1534.442,1,1,1,402.4648,5.997608
75,2007,27.19999,243,435.4213,3.303216,5.493062,6.076314,1,1994,13,0,1,1104.932,1,1,1,461.0726,6.133555
75,2008,25.13779,184,317.634,3.224372,5.214936,5.7609,1,1994,14,3.068208,1,645.7382,1,1,0,349.1016,5.855363
75,2009,35.28398,387,931.1945,3.563429,5.958425,6.836468,1,1994,15,0,1,0,1,1,1,963.3845,6.870452
75,2010,25.58272,527,335.1505,3.241917,6.2672,5.814579,1,1994,16,4.706883,1,530.0269,1,1,1,362.8023,5.893858
75,2011,26.37528,504,440.1133,3.272427,6.222576,6.087032,1,1994,17,.3950018,1,756.105,1,1,1,467.5691,6.147547
75,2012,21.33112,408,192.3193,3.060167,6.011267,5.259157,1,1994,18,2.275055,1,792.5051,1,1,1,221.9896,5.402631
75,2013,25.44543,64,455.116,3.236536,4.158883,6.120552,1,1994,19,0,1,381.2086,1,1,0,489.985,6.194375
75,2014,26.82329,281,424.4796,3.289271,5.638355,6.050864,1,1994,20,1.608453,1,612.1185,1,1,1,464.0239,6.139936
75,2015,17.19123,429,131.14,2.844399,6.061457,4.876265,1,1994,21,0,1,0,1,0,1,161.8412,5.086616
76,2006,18.01575,196,164.6506,2.891246,5.278115,5.103826,1,1995,11,6.886681,1,8.046681,1,1,0,196.7021,5.281691
76,2007,13.98915,135,103.1152,2.638282,4.905275,4.635847,1,1995,12,0,1,1700.668,1,0,0,130.6562,4.872569
76,2008,23.08294,350,318.0021,3.139094,5.857933,5.762058,1,1995,13,0,1,191.1619,1,1,1,341.3789,5.832993
76,2009,21.02919,339,206.0455,3.045912,5.826,5.328097,1,1995,14,10.68917,1,0,1,1,1,234.6551,5.458117
76,2010,24.80564,259,421.6296,3.211071,5.556828,6.044127,1,1995,15,.7014779,1,0,1,1,1,450.2515,6.109807
76,2011,19.9047,293,199.5135,2.990956,5.680172,5.295882,1,1995,16,0,1,0,1,1,1,230.108,5.438549
76,2012,33.99197,862,604.6788,3.526124,6.759255,6.404697,1,1995,17,8.725965,1,474.096,1,1,1,633.1133,6.450649
